"","Pokemon","PokedexEntry"
"7605","Shelmet","When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell."
"7606","Shelmet","It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason."
"7607","Accelgor","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
"7608","Accelgor","Having removed its heavy shell, it becomes very light and can fight with ninja-like movements."
"7609","Accelgor","When its body dries out, it weakens. So it wraps a membrane around itself for protection while it spits poison."
"7610","Accelgor","It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular."
"7611","Accelgor","Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane."
"7612","Stunfisk","Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
"7613","Stunfisk","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
"7614","Stunfisk","When its opponent can’t be paralyzed, it contorts itself with unexpected speed and flops away."
"7615","Stunfisk","Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."
"7616","Stunfisk","For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body."
"7617","Stunfisk","Living in mud with a high iron content has given it a strong steel body."
"7618","Stunfisk","Its conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them."
"7619","Mienfoo","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
"7620","Mienfoo","They have mastered elegant combos. As they concentrate, their battle moves become swifter and more precise."
"7621","Mienfoo","It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
"7622","Mienfoo","They can often be seen in packs in the morning, slowly moving their bodies through a series of poses."
"7623","Mienfoo","They seclude themselves in the mountains and devote themselves to training. The form of their kicks and chops differs from pack to pack."
"7624","Mienfoo","In one minute, a well-trained Mienfoo can chop with its arms more than 100 times."
"7625","Mienfoo","Though small, Mienfoo’s temperament is fierce. Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks."
"7626","Mienshao","It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen."
"7627","Mienshao","They use the long fur on their arms as a whip to strike their opponents."
"7628","Mienshao","Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
"7629","Mienshao","It overwhelms its opponents with continuous attacks and then slowly stores up power before delivering the finishing blow."
"7630","Mienshao","When Mienshao lets out a bizarre wail, you’re in danger. A flurry of kicks and chops too fast to see is about to be unleashed!"
"7631","Mienshao","When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms."
"7632","Mienshao","Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces."
"7633","Druddigon","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
"7634","Druddigon","It races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock."
"7635","Druddigon","It runs through the narrow tunnels formed by Excadrill and Onix. It uses its sharp claws to catch prey."
"7636","Druddigon","The red skin on its face is harder than rock. In narrow caves, it squares off against its enemies and charges face-first right into them."
"7637","Druddigon","It infiltrates tunnels that Pokémon like Diglett and Dugtrio have dug and quietly waits for prey to pass through."
"7638","Druddigon","Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold."
"7639","Druddigon","Druddigon are vicious and cunning. They take up residence in nests dug out by other Pokémon, treating the stolen nests as their own lairs."
"7640","Golett","The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
"7641","Golett","These Pokémon are thought to have been created by the science of an ancient and mysterious civilization."
"7642","Golett","Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years."
"7643","Golett","Its movements are powered by a mysterious energy. It has continued to move since ancient times, so its power may soon run out."
"7644","Golett","Although ancient people apparently built it by working with clay, the source of its energy is unclear."
"7645","Golett","They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders."
"7646","Golett","This Pokémon was created from clay. It received orders from its master many thousands of years ago, and it still follows those orders to this day."
"7647","Golurk","It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control."
"7648","Golurk","It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them."
"7649","Golurk","Golurk were created to protect people and Pokémon. They run on a mysterious energy."
"7650","Golurk","Some say that ancient people invented Golurk to serve as a laborer. It follows its master’s orders faithfully."
"7651","Golurk","When the seal on its chest is removed, it rages indiscriminately, turning the whole town around it into a mountain of rubble."
"7652","Golurk","Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams."
"7653","Golurk","There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven."
"7654","Pawniard","Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
